"feature","kw_pvalues","kw_pvalues_fdr","num_sign_diff","prop_sign_diff","LDA_score","min_ab","max_ab","max_diff","max_gp","Domain","Phylum","Class","Order","Family","Genus","Species","OTU"
"Phocea",6.4071e-11,1.1533e-08,2,0.666666666666667,3.6585845428892,0,0.0446266882034394,0.0446266882034394,"Selective_plankton_feeding","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Phocea",NA,"otu_0986"
"Mobilitalea",4.5559e-09,4.1003e-07,2,0.666666666666667,5.9999995657053,0,0.00209119393384771,0.00209119393384771,"Grazing_aquatic_plants","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Mobilitalea",NA,"otu_0937"
"Mycoplasma",1.0956e-08,6.5739e-07,2,0.666666666666667,4.8753812530919,0,0.00690937125798994,0.00690937125798994,"Grazing_aquatic_plants","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma",NA,"otu_0404"
"Subdoligranulum",1.4187e-06,6.3841e-05,2,0.666666666666667,4.88248204576836,0,0.00101928749578096,0.00101928749578096,"Grazing_aquatic_plants","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum",NA,"otu_1087"
"Bacteria_Firmicutes_Clostridia_Clostridiales_Unknown_Gracilibacter",9.506e-06,0.00034222,3,1,4.74496284571398,0,0.0064149726066249,0.0064149726066249,"Selective_plankton_feeding",NA,NA,NA,NA,NA,NA,NA,NA
"Harryflintia",1.2496e-05,0.00037489,2,0.666666666666667,4.70757721248667,0.000168939138285108,0.00394208866015606,0.00377314952187095,"Selective_plankton_feeding","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Harryflintia",NA,"otu_0185"
"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium",2.667e-05,0.00068579,2,0.666666666666667,3.12072812753621,0.00174361170613237,0.0559152589147691,0.0541716472086368,"Selective_plankton_feeding",NA,NA,NA,NA,NA,NA,NA,NA
"Anaerocolumna",6.1809e-05,0.0013411,2,0.666666666666667,5.69212058350294,0,0.00205004548511046,0.00205004548511046,"Grazing_aquatic_plants","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna",NA,"otu_1865"
"Faecalicatena",6.7055e-05,0.0013411,2,0.666666666666667,3.80358591715876,0,0.00506388835291481,0.00506388835291481,"Grazing_aquatic_plants","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Faecalicatena",NA,"otu_1182"
"Pseudoflavonifractor",8.3844e-05,0.0015092,2,0.666666666666667,4.06798934756174,0.00235960358659745,0.0862268762598428,0.0838672726732454,"Grazing_aquatic_plants","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Pseudoflavonifractor",NA,"otu_1249"
"Christensenella",0.00011514,0.0018841,1,0.333333333333333,5.26784614514404,1.39899272523783e-05,0.00209102275791756,0.00207703283066518,"Grazing_aquatic_plants","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Christensenella",NA,"otu_0819"
"Turicibacter",0.00016995,0.0025492,2,0.666666666666667,4.15963172967704,0,0.0101842099139497,0.0101842099139497,"Grazing_aquatic_plants","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Turicibacter",NA,"otu_0716"
"Faecalibacterium",0.00034353,0.0047566,2,0.666666666666667,3.47383930420076,0.00153777352737551,0.0144987818777936,0.0129610083504181,"Selective_plankton_feeding","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA,"otu_0126"
"Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_vadinBB60_group_Gracilibacter",0.00038797,0.0049882,2,0.666666666666667,2.37287389461594,0,0.0142062097246632,0.0142062097246632,"Selective_plankton_feeding",NA,NA,NA,NA,NA,NA,NA,NA
"Romboutsia",0.00044993,0.0053992,2,0.666666666666667,3.97477905639466,0,0.00967154096904924,0.00967154096904924,"Selective_plankton_feeding","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia",NA,"otu_1781"
"Tidjanibacter",0.00060675,0.0068259,2,0.666666666666667,4.947897187221,0.000219609594871912,0.00408059954225451,0.0038609899473826,"Selective_plankton_feeding","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Tidjanibacter",NA,"otu_0473"
"Bacteria_Firmicutes_Clostridia_Clostridiales_Unknown_Anaerotignum",0.00084754,0.0088197,2,0.666666666666667,4.33437376184399,0.000146455770357352,0.0133901667141746,0.0132437109438172,"Grazing_aquatic_plants",NA,NA,NA,NA,NA,NA,NA,NA
"Sphingomonas",0.00088197,0.0088197,2,0.666666666666667,3.98035563221337,0,0.0120800783382862,0.0120800783382862,"Selective_plankton_feeding","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,"otu_0935"
"Anaerofilum",0.0010359,0.0098141,2,0.666666666666667,2.03450050524355,0,0.0332530537055818,0.0332530537055818,"Grazing_aquatic_plants","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerofilum",NA,"otu_1295"
"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerotignum",0.0014143,0.012729,2,0.666666666666667,3.61719204420511,0.026319819213787,0.422545104182959,0.396225284969172,"Grazing_aquatic_plants",NA,NA,NA,NA,NA,NA,NA,NA
"Alistipes",0.0015566,0.012772,2,0.666666666666667,3.64005799426652,0.00444722666526066,0.109555570063258,0.105108343397997,"Selective_plankton_feeding","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA,"otu_1356"
"Angelakisella",0.001561,0.012772,1,0.333333333333333,4.65513326245472,0.000185249463294726,0.00208973046741726,0.00190448100412254,"Selective_plankton_feeding","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Angelakisella",NA,"otu_2153"
"Noviherbaspirillum",0.0019481,0.015246,2,0.666666666666667,3.3813204877584,0.00293673969979834,0.0301483707730505,0.0272116310732521,"Hunting_macrofauna","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Noviherbaspirillum",NA,"otu_0330"
"Rikenella",0.0038088,0.028101,2,0.666666666666667,4.32326139224622,0.000259288909131118,0.000622538986263321,0.000363250077132203,"Grazing_aquatic_plants","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella",NA,"otu_2113"
"Butyricicoccus",0.0039696,0.028101,2,0.666666666666667,4.0322531251539,0.000945689182574339,0.0235576430124858,0.0226119538299114,"Selective_plankton_feeding","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus",NA,"otu_0446"
"Asticcacaulis",0.0040591,0.028101,1,0.333333333333333,2.77616007125346,0.00032681758943699,0.0153580326106715,0.0150312150212345,"Selective_plankton_feeding","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,"Asticcacaulis",NA,"otu_1143"
"Pseudomonas",0.0043691,0.029127,1,0.333333333333333,2.39138157403104,3.21078824851501e-05,0.0431257956641363,0.0430936877816512,"Hunting_macrofauna","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"otu_1071"
"Colidextribacter",0.0045795,0.02944,2,0.666666666666667,3.84294464849711,0,0.00105464018255107,0.00105464018255107,"Grazing_aquatic_plants","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Colidextribacter",NA,"otu_1150"
"Coprobacter",0.0090782,0.054875,2,0.666666666666667,3.54898175001979,0,0.0214011180123322,0.0214011180123322,"Grazing_aquatic_plants","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter",NA,"otu_0281"
"Muriicola",0.0092934,0.054875,2,0.666666666666667,3.54022022702,0,0.00332980760178901,0.00332980760178901,"Selective_plankton_feeding","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muriicola",NA,"otu_0585"
"Desulfonatronovibrio",0.0094508,0.054875,1,0.333333333333333,3.27225172571273,0.0186127354320802,0.0686625044146535,0.0500497689825733,"Grazing_aquatic_plants","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfonatronovibrio",NA,"otu_1389"
"Raoultibacter",0.013866,0.077995,2,0.666666666666667,3.08584464038779,0,0.00695112404445847,0.00695112404445847,"Hunting_macrofauna","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","Raoultibacter",NA,"otu_0968"
"Neglecta",0.014643,0.079872,1,0.333333333333333,4.58768476328731,0.000489969865646513,0.00236561565546134,0.00187564578981483,"Grazing_aquatic_plants","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Neglecta",NA,"otu_1939"
"Anaerotruncus",0.020737,0.10978,2,0.666666666666667,4.79405089061054,0,0.00438748253291876,0.00438748253291876,"Grazing_aquatic_plants","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA,"otu_0683"
"Mucinivorans",0.021751,0.11186,1,0.333333333333333,3.32622761408836,0.0315787511427831,0.111041669169009,0.0794629180262259,"Selective_plankton_feeding","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Mucinivorans",NA,"otu_0862"
"Dethiosulfatibacter",0.029318,0.14659,2,0.666666666666667,2.15131296898198,0,0.0169888693614528,0.0169888693614528,"Selective_plankton_feeding","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dethiosulfatibacter",NA,"otu_0855"
"Aminipila",0.038379,0.18179,2,0.666666666666667,3.96841235266943,0,0.000557683474128726,0.000557683474128726,"Hunting_macrofauna","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Aminipila",NA,"otu_0437"
"Profundibacterium",0.038379,0.18179,2,0.666666666666667,2.81593887751479,0,0.00125360990087137,0.00125360990087137,"Hunting_macrofauna","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Profundibacterium",NA,"otu_1633"
"Photobacterium",0.042152,0.19455,2,0.666666666666667,3.13258060070774,0,0.0830621240634503,0.0830621240634503,"Selective_plankton_feeding","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium",NA,"otu_0813"
